"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","5e2c670e-782e-428e-93fc-aaa1e948057e","","","","","","SQ0940753","Length","1.8M","","","","","","","","","","","39.99","19.99","Yes","0","","","0.0","0.0","0.0","0.0","",""
"61c0cd31a06cdf2f11467f28","e181f30b-e675-438c-bc44-3d2b9d0ae31b","PHYSICAL","shop","90-degree-bymcdodo","90 Degree Lightning Cable for Apple","<p class=""""><strong>90° Elbow Design:</strong> Upgraded Double Elbow design for Apple lightning.</p><p style=""text-align:start;"" class=""""><strong>3A high current: </strong>Fast charging experience every iPhone and iPad user needs.</p><p style=""text-align:start;"" class=""""><strong>Equipped with intelligent management chip: </strong>with over-voltage and over-current protection, support playing while charging, say goodbye to super warm phones when you playing and charging it.</p>","SQ0052093","Length (in meter or ft)","1.2 Meter (4 ft)","","","","","","","","","","","40.00","20.00","Yes","0","/apple-cables","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025885260-3W3PGHYG77DMWSSEJLX0/ca-751-90-degree-straight-lightning-cable-3_1616132889.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025886258-KCNDC9UWHO45OFUZA46U/3.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025886185-YG1RG7CO7A1JH6QP6RTM/image.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025885931-51UABALBRRHTFDHDQ5QY/2.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025885550-385SJX4DUU8Y51N1Z9OL/ca-751-90-degree-straight-lightning-cable-1_1616132883.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025885452-L4BWTNA2ABA46EMY0NO3/ca-751-90-degree-straight-lightning-cable-6_1616132898.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1640025883158-TSRYCYIN2J99R5ISS1OD/ca-751-90-degree-straight-lightning-cable-7_1616132901.jpeg"
"","ca934065-f933-47c5-a5b8-b66c5c86ce57","","","","","","SQ2790811","Length (in meter or ft)","1.8 Meter (6 ft)","","","","","","","","","","","50.00","25.00","Yes","2","","","0.0","0.0","0.0","0.0","",""
"6565e878bd20522e5fc0864c","de949683-877d-4af2-8bb2-e2d4622d1039","PHYSICAL","shop","accordion-36w","36W Lightning Cable Accordion Series","<h2 style=""white-space:pre-wrap;"">Accordion Series 36W for Apple iPhone and IPad, Purple</h2><h2 style=""white-space:pre-wrap;""><span style=""color: rgb(14, 13, 14)""><em>3A PD Fast Charging 36W USB-C to Lightning Cable Compatible with Apple devices.</em></span></h2><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(14, 13, 14)""><em>Dense Nylon Braided Cable, Durable and versatile.</em></span></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p>","SQ3726289","Length","1.2M","","","","","","","","","","","25.00","14.99","Yes","2","/apple-cables","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184782212-GMP31IZN37TRJEV5P0B0/1.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184783986-D27ZL8ZBXXQOGNMCIHIF/4.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184784634-ZN4L0VQ58AVJO752NZ4S/5.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184783865-PDGBTK1JN0OTRA5MA16L/2.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184826606-SMP6OSRK30O22PRER1IZ/3.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701184783972-S7QSYKQXAKSBRL159Q3M/6.jpg"
"","9c441065-992d-47f7-a6c7-17b064bb04a2","","","","","","SQ1381967","Length","2M","","","","","","","","","","","30.00","14.99","Yes","0","","","0.0","0.0","0.0","0.0","",""
"655fdc20e1b4721e3d6c0b75","b425424c-efc2-4c85-a721-37206bc8f0b7","PHYSICAL","shop","accordion-black-3a","3A Lightning Cable for iPhone and iPad Charge and Data Transfer","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""></p>","SQ7496125","Color","Black","Length","1.2M","","","","","","","","","19.99","9.99","Yes","0","/apple-cables","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701172111401-1Q9Y9VL6CI7GVVWILKNN/1-removebg-preview.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701172012793-9JKV8JC8RNK0OGX75PHP/2.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1701173277034-WQ8PAGY95SGQ7F7NBC2V/5.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1700781620208-LX77EEU4MX2XYZFA7WIG/2.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1700781620570-1IR32UYHUKA5DO5X9N66/3.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1700781620955-2DCJXIPNSG4W1B6ZBWFZ/4.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1700781620344-EHN3T61P7YLLS4UDAVYX/5.jpg"
"","2ca64334-32d9-4fec-af63-396f86c3775f","","","","","","SQ4193117","Color","Black","Length","2M","","","","","","","","","24.99","14.99","Yes","0","","","0.0","0.0","0.0","0.0","",""
"","1093b760-4007-43fd-bd8b-959b739f1d20","","","","","","SQ0094338","Color","Blue","Length","1.2M","","","","","","","","","19.99","9.99","Yes","0","","","0.0","0.0","0.0","0.0","",""
"","b936bf8c-4ce3-464f-83a4-a80c49a871c1","","","","","","SQ3300060","Color","Blue","Length","2M","","","","","","","","","24.99","14.99","Yes","0","","","0.0","0.0","0.0","0.0","",""
"66999e82ed1eb6407a9a5d76","83cdab87-dd4b-4d3b-9e5b-17511d0a5f87","PHYSICAL","mcdodo-store","air-vinyls","TURNTABLE VINYL + CD BUNDLE CAR SCENT","","SQ4114026","BUNDLE & SAVE","2 Turntables + 10 CDs","","","","","","","","","","","27.99","18.94","Yes","4","","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/a231761c-7082-4f4e-bc89-b630bed2d889/Untitleddesign-2023-07-19T231423.222-min+%281%29.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721942552883-NFA8G2ZKKJZBAEBAZ6ZR/chooseyourcd_sonthenextslides_3_-min.png"
"","1bfd15f8-c525-4949-af20-34c7bdf905df","","","","","","SQ8129492","BUNDLE & SAVE","1 Turntable + 5 CDs","","","","","","","","","","","27.99","10.94","Yes","8","","","0.0","0.0","0.0","0.0","",""
"","7bacafa9-f4d6-4a54-b3b2-1ba8d6b4cc0e","","","","","","SQ0327086","BUNDLE & SAVE","10 CDs","","","","","","","","","","","27.99","12.94","Yes","0","","","0.0","0.0","0.0","0.0","",""
"66985b21ed1eb6407a99acc3","371a439e-7a72-4b4b-91c7-ecb5a800119f","PHYSICAL","shop","aux-2ndgen","AUX Audio Splitter Lightning Adapter","<p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p>","SQ6230291","","","","","","","","","","","","","20.00","12.95","Yes","Unlimited","/accessories","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260927018-KET1K80IAHHE123VWIXZ/2_1000x1000_crop_center_2d0cf73f-57bc-4b0d-80d0-6f91430be5fc.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260928099-0R9XU6X27MQ3QOYVS93H/1_1000x1000_crop_center_362e40f9-d9b3-42d1-b06d-832f550b3df9.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260979304-QFA8O17ISYS7895ZNHF5/Adapter-for-iPhone+%281%29.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260979686-PMADK7YB51GLX49MBKUC/Adapter-for-iPhone.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260927619-ZE2KZJ008T0WQRFDIX9D/3_1000x1000_crop_center_ec5a2fd2-6ae9-4d98-b368-4193c0ba768a.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721260928250-MOXPJNTP318N3R3LHJGS/cn-11134207-7r98o-lulybkk7jdi6cf.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1721261143678-KQY8NP2ENLNCLC7LE005/Adapter-for-iPhone__2_-removebg-preview.png"
"65cb4d24924d9b677f6a3e24","732bf955-924a-477f-b892-fa2bc744cd97","PHYSICAL","shop","beta-1s","3 in 1 Wireless Charging Cable for iWatch iPhone Mac.","<p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(66, 90, 139)"">Introducing the Mcdodo Beta Series 3 in 1 Wireless Charging Cable – a versatile and Introducing the Mcdodo Beta Series 3 in 1 Wireless Charging Cable – a versatile and efficient solution designed to simplify your charging needs for multiple Apple devices. This innovative cable combines a range of features to ensure a seamless charging and data syncing experience.</span></p><p class="""" data-rte-preserve-empty=""true"" style=""white-space:pre-wrap;""></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(66, 90, 139)"">The CH-494 cable supports simultaneous charging and data syncing, providing a comprehensive solution for Type-C, Lightning, and iWatch devices. With a Type-C output of up to 5A and Lightning output of up to 1.8A, you can experience efficient and powerful charging for your Apple devices. </span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(66, 90, 139)"">Additionally, this cable comes with an integrated wireless charger for iWatch, with a maximum output of 0.5A, making it a perfect addition to your charging routine. </span></p><p class="""" style=""white-space:pre-wrap;""><span style=""color: rgb(66, 90, 139)"">Crafted with an Aluminum Alloy core and Nylon exterior, the cable ensures durability, heat dissipation, and resistance to wear and tear. The 1.2-meter cable includes a 70cm main section and a 50cm sub-cable, providing flexibility and adaptability for various charging scenarios. efficient solution designed to simplify your charging needs for multiple Apple devices. This innovative cable combines a range of features to ensure a seamless charging and data syncing experience.</span></p>","SQ1558576","","","","","","","","","","","","","40.00","19.99","No","0","/apple-cables","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822862460-PU7PL5GD60QQXSK7SIMR/2_b8a1c236-d28b-4ca7-82b8-f17a98cda99e_1000x1000.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822861559-DU1U8FLDM4GQL81U8567/4_fd6ba86d-b834-4f20-8037-0f62ba01be88_1000x10005.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822861799-OMKNEOQGFG7C6DIQFYMV/5_715459e8-452a-47e3-ad26-e158c98939e7_1000x1000.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822862563-LWZZ1FGRB5JK7NPN0T9W/5_715459e8-452a-47e3-ad26-e158c98939e7_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822862579-FS8W3IR9XAXADEO2ATPS/4_fd6ba86d-b834-4f20-8037-0f62ba01be88_1000x1000.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707822861489-CHBNDR0WR933Z4ZK8WB4/02_58bbfffb-3d8b-492f-9563-3df23a4b8b50_1024x1024.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1707824258477-EV33GGQMEX4X29PPP1XA/1.png"
"63af901fbe47b033ed9b5d02","d07781a3-4503-47c7-b46e-3d251d128e42","PHYSICAL","shop","ca-0820-usb-c-to-35mm","USB-C to 3.5mm AUX Jack Cable Castle Series 1.2m","<p class="""">Features:</p><ul data-rte-list=""default""><li><p class="""">-&nbsp;Support&nbsp;DC3.5mm&nbsp;audio&nbsp;device&nbsp;connection&nbsp;for&nbsp;audio&nbsp;output</p></li><li><p class="""">-&nbsp;Advanced&nbsp;digital&nbsp;audio&nbsp;decoding&nbsp;Chip&nbsp;for&nbsp;high-resolution&nbsp;audio</p></li><li><p class="""">-&nbsp;Support&nbsp;plug&nbsp;and&nbsp;play&nbsp;for&nbsp;audio&nbsp;adaptation&nbsp;solution Mobile&nbsp;Cable&nbsp;Type: Type&nbsp;C&nbsp;to&nbsp;DC&nbsp;3.5</p></li></ul>","SQ5795764","","","","","","","","","","","","","49.99","14.95","Yes","0","/accessories","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1704318681952-2PLZLP37HDMG70VURU0X/tync-mcdodo.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672450375336-GFJU586IU070EIE6CTFT/2.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672450374856-TIYXVER9QLCCL9Z504B9/3.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672450375871-BWHH1ADHD0K2VI6J94ZF/4.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672450375903-CNFFJCUWHXA3D9GVVOVP/5.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672450375540-TX7B7MO846DU789EBTFL/type-c__06_480x480.jpg"
"62bcbe757d77b76dbbff56a0","f1961200-1648-4720-8bbb-2d9da188b617","PHYSICAL","shop","ca-1262-apo","Apple Right Angle Cable Auto Power Off 36W","<ul data-rte-list=""default""><li><p class="""">Built to Last: 90 Degree <strong>Auto Disconnect</strong> has an ultra-slim design with a 35,000-bend lifespan for a cable that is slimmer, yet stronger than ever before.</p></li><li><p class=""""><strong>Fast-Charging Compatible</strong>: Pair with a USB-C 50W charger to take advantage of Power Delivery high-speed charging. (Charger not included)</p></li><li><p class="""">Certified Compatible: <strong>MFi certified for flawless compatibility</strong> with Lightning devices, ensuring safe charging at the <strong>highest possible speed</strong>.</p></li><li><p class="""">High-Speed <strong>Data Transfer</strong>: Transfer movies, music, or an entire photo library in seconds with 480Mbps transfer speeds.</p></li></ul><p class=""""><strong>90° elbow design/ Auto Power off/ Dual chips/ Widely compatible</strong></p><p style=""text-align:start;"" class="""">Game cable for iPhone, <strong>elbow design USB head</strong>, not block your hands while playing game.</p><p style=""text-align:start;"" class="""">Fast charge cable, max <strong>36W power delivery</strong> to iPad and 20w for iPhone series. With 20w power can PD charge 30% battery of the iPhone 12 within 15 minutes.</p><p style=""text-align:start;"" class=""""><strong>Auto power off cable</strong>, intelligent charging identification. When fully charged your devices will auto disconnect current and recharge within 2 hours to keep your battery 100% status.</p><p style=""text-align:start;"" class="""">The <strong>breathing led light</strong> when charging the cable will show an orange light, which is visible and clear.</p><p style=""text-align:start;"" class="""">Wide compatibility with <strong>Apple devices, iPhones, iPad and other lightning accessories of Apple.</strong></p><p style=""text-align:start;"" class=""""></p>","SQ9690691","Length","1.2M (4 ft)","","","","","","","","","","","40.00","16.00","Yes","1","/right-angle-cables, /apple-cables/auto-disconnect","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1656536842236-WO9PNPSN7YHIAKDFDUIZ/5.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1656536841973-L9XGW0G0GRNYOXJG0RVL/3.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1672449605635-JDRII4DNZWUT1IIFOKEV/36w-usbc-to-lightning.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1656536841289-249JLWJKXIMW9JEW9I18/4.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1656536839789-3KXD4QDCXL3USE090C1Q/10.jpeg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673900852805-SPO43KVA7F3FW0HZKC5E/1-removebg-preview.png"
"","93051123-c6e9-4829-a92e-72f4746e1810","","","","","","SQ3783503","Length","2M (6.5 ft)","","","","","","","","","","","50.00","25.00","Yes","0","","","0.0","0.0","0.0","0.0","",""
"63e9b54cc2ac293b7ff316a8","a36247c9-49c5-4409-9892-eb1975c555c2","PHYSICAL","shop","ca-159-apo","36W USB-C to Lightning Auto Power Off Cable","<h2>Mcdodo 36W USB-C to Lightning Cable with Auto Power Off and Transparent (See-Through) Design</h2><ul data-rte-list=""default""><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Double-sided transparent design, clear view of its circuit components, neat and orderly; Highly aesthetic design and a sense of technology</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Support 36W (Max.) for Apple iPhone, iPad, Airpod</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>After power off for 2 hours, self-detection of mobile phone power and do cycle recharge, reduce battery loss, extend the service life</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Double-sided two-colour breathing light, according to the charging state, automatic colour switching, so that you clearly see the charging state</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Built-in E-mark chip, equipped with MSC technology independently developed by MCDODO, automatic identification of equipment matching current, reasonable control of voltage, safe and fast charging</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Multi-strand thick copper core conduction, low loss, support 36W high power output</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>The SR is thickened and strengthened, the structure is strong and durable</strong></span></p></li><li><p class=""""><span style=""color: rgba(0, 0, 0, 0.78)""><strong>Use of two-colour nylon weaving, delicate and beautiful, flexible and strong</strong></span></p></li></ul>","SQ8320169","Length","1.2M","","","","","","","","","","","40.00","19.99","Yes","0","/apple-cables/auto-disconnect","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676260716405-6VL0VA4EZ9SVBOWACKXT/02_46375d06-4340-4f29-9577-e5f6f1f79704_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676260716395-4DSZ32N5G2CW5YTQRN28/01_044397dc-5b72-4bfa-96ff-3a5cbe993b1c_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676260716766-7S84DK96CKN0MW655D19/02_8dfd8648-25aa-4486-b2f0-0832ee649c8e_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676260716707-TSGKWY9P400I12F61YKK/06_0e109b07-4d46-4608-9c39-a11778290b70_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676260716776-439L7CNVE4MVU3E4R2BL/07_f3163c11-2b42-4626-a4ca-c9f8dc43ccb3_1000x1000_crop_center.jpg"
"","d1a0ef78-778e-4d64-bbd9-fe9a80c74066","","","","","","SQ2308868","Length","1.8M","","","","","","","","","","","50.00","25.00","Yes","0","","","0.0","0.0","0.0","0.0","",""
"63bdc2e3e8569d7c57fca9e5","8f543c18-b374-4d67-be10-50f53021889f","PHYSICAL","shop","ca-2840-apo","100W USB-C to USB-C Auto Power Off Cable","<h2>Mcdodo 100W USB-C to USB-C Cable with Auto Power Off and Transparent (See-Through) Design</h2><ul data-rte-list=""default""><li><p class=""""><strong>Double-sided transparent design, clear view of its circuit components, neat and orderly; Highly aesthetic design and a sense of technology</strong></p></li><li><p class=""""><strong>Support PD100W (Max.) for laptops tablets/mobile phones etc. C-port devices</strong></p></li><li><p class=""""><strong>After power off for 2 hours, self-detection of mobile phone power and do cycle recharge, reduce battery loss, extend the service life</strong></p></li><li><p class=""""><strong>Double-sided two-colour breathing light, according to the charging state, automatic colour switching, so that you clearly see the charging state</strong></p></li><li><p class=""""><strong>Built-in E-mark chip, equipped with MSC technology independently developed by MCDODO, automatic identification of equipment matching current, reasonable control of voltage, safe and fast charging</strong></p></li><li><p class=""""><strong>Multi-strand thick copper core conduction, low loss, support 100W high power output</strong></p></li><li><p class=""""><strong>The SR is thickened and strengthened, the structure is strong and durable</strong></p></li><li><p class=""""><strong>Use of two-colour nylon weaving, delicate and beautiful, flexible and strong</strong></p></li><li><p class=""""><a href=""https://youtu.be/WDQO8pjiDq8""><strong>Watch video</strong></a></p></li></ul>","SQ3310776","Length","1.2m","","","","","","","","","","","30.00","19.95","Yes","0","/usbc-cables, /apple-cables/auto-disconnect","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380700169-8ZVS1WVJKTWIWLMQ91Y6/1-removebg-preview.png https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380723159-371TXUJW0TXYDKOVKT8D/2.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380723335-XK0RYYZ7BFO4AHET0504/3.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380710963-0KSI50LDC5CLIOD5S1PN/6.jfif https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380723366-7IQQAPE6KZ4HELKG9BHW/5.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380723490-PWQS0ND2E69LRET4Z8VL/4.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1673380715842-Z730IDQLQO225APCGPP8/7.png"
"","63401088-e58c-4be1-b56c-55ea868e689a","","","","","","SQ3844002","Length","1.8m","","","","","","","","","","","40.00","22.95","Yes","0","","","0.0","0.0","0.0","0.0","",""
"63e9b0efc2ac293b7ff314bc","e221420b-fc42-41a3-84df-49186d90c166","PHYSICAL","shop","ca-314-apo","13W Lightning Auto Power Off Cable","<h2 style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true"">Mcdodo 13W USB-A to Lightning Cable with Auto Power Off and Transparent (See-Through) Design</h2><ul data-rte-list=""true""><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Double-sided transparent design, clear view of its circuit components, neat and orderly; Highly aesthetic design and a sense of technology</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Support 13W (Max.) for Apple iPhone, iPad, and AirPod</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>After power off for 2 hours, self-detection of mobile phone power and cycle recharge, reduce battery loss, extend the service life</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Double-sided two-colour breathing light, according to the charging state, automatic colour switching, so that you see the charging state</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Built-in E-mark chip, equipped with MSC technology independently developed by MCDODO, automatic identification of equipment matching current, reasonable control of voltage, safe and fast charging</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Multi-strand thick copper core conduction, low loss, support 13W high power output</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>The SR is thickened and strengthened, the structure is strong and durable</span></strong></p></li><li><p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Use of two-colour nylon weaving, delicate and beautiful, flexible and strong</span></strong></p></li></ul>","SQ2058191","Length","1.2M","","","","","","","","","","","30.00","16.95","Yes","0","/apple-cables/auto-disconnect","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676259713944-HSMLVEUTWWB87JLEZXTG/07_29f8cd86-ac59-403e-a86b-f1c9aaab2e48_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676259714520-BLWINP73DRQ8FDKN25IV/01_6db82584-ed37-40c5-9f22-f92575305bd6_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676259714629-189PD0Y7ES67KYC1H7YN/02_6d88e495-cef0-4f2d-9e32-3748d04091b6_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676259714405-NFA38Q0IL1SFYY6AFH4L/03_8feb41ad-2af9-4ce3-b7dc-e69d0c2096a7_1000x1000_crop_center.jpg https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1676259714520-1MPRT0LJMRLGCFS8U536/06_0a3fcd25-0ed7-4816-8b25-cd77e17aacfc_1000x1000_crop_center.jpg"
"","d2ee8ef7-651c-4c18-86b6-c1a464fbc626","","","","","","SQ7305420","Length","1.8M","","","","","","","","","","","40.00","17.95","Yes","0","","","0.0","0.0","0.0","0.0","",""
"687d73ae8a02fc221d9f9cac","e94796c8-ebf6-4084-8e1b-d9139b987bce","PHYSICAL","shop","ca-396","3A Fast Charging USB-C Cable","","SQ0462733","Length","1 Meter","","","","","","","","","","","30.00","14.99","Yes","5","/usbc-cables","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/5a565097-3e48-4646-bcd0-804aa799e400/ca369.png"
"664bc09bb0d64367e4981e0a","5f152c85-b0f8-433d-8392-e70a60a9d8c9","PHYSICAL","shop","ca-521-battery-level","Battery Level Indicator Lightning Cable","<ul data-rte-list=""true""></ul>","SQ2897357","","","","","","","","","","","","","45.00","24.85","Yes","0","/apple-cables","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5f72acc31b34c544edab12fe/1716240829882-P94399PDN1E44F35T4B9/battery-display+%281%29.png"
